feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.03733034795668576,0.6115184484389783,0.5741881004822925
3,0.0388164663494704,0.05737762360278917,0.01856115725331877
4,0.0,0.0,0.0
5,0.04057063792716049,0.3774527839097376,0.3368821459825771
6,0.157587679014195,0.6052682294404149,0.4476805504262199
7,0.24345536323177533,0.542652160201829,0.29919679697005375
8,0.0,0.0,0.0
9,0.18857935753958713,0.3763490311503557,0.18776967361076854
10,0.056196561823707726,0.46379077753249937,0.4075942157087916
11,0.04894729995545587,0.6598733312309472,0.6109260312754913
12,0.08417658397751507,0.35687129892427905,0.272694714946764
13,0.04762280186533481,0.15140246679981778,0.10377966493448297
14,0.14273043704495014,0.1774589158695119,0.03472847882456176
15,0.16141926277490234,0.19975734959178668,0.03833808681688433
16,0.16822308332117897,0.5513945828515365,0.38317149953035756
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
