feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
0.73,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.13043478260869565,0.12469135802469136,0.005743424584004286
0.1,0.015418808167801083,0.014506172839506172,0.0009126353282949105
0.2,0.012779552715654952,0.008024691358024692,0.00475486135763026
0.3,0.038338658146964855,0.0345679012345679,0.0037707569123969567
0.4,0.01083483817196833,0.008024691358024692,0.0028101468139436377
0.5,0.014029726350882068,0.008333333333333333,0.005696393017548734
1.1,0.0166689818030282,0.009722222222222222,0.0069467595808059765
0.6,0.06556466175857759,0.05478395061728395,0.010780711141293635
0.7,0.06875954993749132,0.06003086419753086,0.008728685739960461
0.8,0.01264064453396305,0.006327160493827161,0.00631348404013589
0.9,0.008195582719822198,0.004475308641975309,0.0037202740778468895
0.10,0.025559105431309903,0.02978395061728395,0.004224845185974047
0.11,0.00013890818169190166,0.0,0.00013890818169190166
0.13,0.04889567995554938,0.025925925925925925,0.022969754029623455
0.0006,0.10557021808584525,0.07145061728395062,0.034119600801894634
0.015,0.11418252535074316,0.10462962962962963,0.009552895721113536
0.12,0.05403528267814974,0.047685185185185185,0.006350097492964557
0.082,0.06875954993749132,0.06280864197530864,0.005950907962182686
0.146,0.06236977357966384,0.06743827160493827,0.005068498025274433
