feature,real_outlier_rate,synthetic_outlier_rate,abs_rate_diff
0.73,0.0,0.0,0.0
0,0.0,0.0,0.0
1,0.13043478260869565,0.1375,0.0070652173913043625
0.1,0.015418808167801083,0.015432098765432098,1.3290597631014991e-05
0.2,0.012779552715654952,0.011111111111111112,0.00166844160454384
0.3,0.038338658146964855,0.03580246913580247,0.0025361890111623847
0.4,0.01083483817196833,0.009413580246913581,0.0014212579250547485
0.5,0.014029726350882068,0.011882716049382716,0.002147010301499351
1.1,0.0166689818030282,0.012654320987654321,0.0040146608153738775
0.6,0.06556466175857759,0.05895061728395062,0.006614044474626969
0.7,0.06875954993749132,0.06682098765432098,0.0019385622831703392
0.8,0.01264064453396305,0.0125,0.00014064453396304966
0.9,0.008195582719822198,0.009413580246913581,0.0012179975270913829
0.10,0.025559105431309903,0.02962962962962963,0.004070524198319728
0.11,0.00013890818169190166,0.00015432098765432098,1.541280596241933e-05
0.13,0.04889567995554938,0.044598765432098765,0.004296914523450615
0.0006,0.10557021808584525,0.09243827160493827,0.013131946480906986
0.015,0.11418252535074316,0.10941358024691358,0.0047689451038295805
0.12,0.05403528267814974,0.05108024691358025,0.0029550357645694927
0.082,0.06875954993749132,0.06481481481481481,0.003944735122676513
0.146,0.06236977357966384,0.059104938271604936,0.0032648353080589054
